name,representative_food,major_category,weight,energy_kcal,carbohydrate_g,protein_g,calcium_mg,kalium_mg,iron_mg,magnesium_mg,zinc_mg,cellulose_g,aminoacid_mg,leucine_mg,methionine_mg,selenium_ug,omega3_g,vitaminA_ug,vitaminB_mg,folicacid_ug,vitaminB12_mg,vitaminC_mg,vitaminD_ug,vitaminE_mg
감자볶음_채소,감자볶음,채소볶음류,110ml,67,9.09,1.3,9.0,250.0,0.37,15.91,0.28,1.8,,,,,0.18,15.0,0.3,14.6,,6.64,0.0,0.3
감자볶음_양파,감자볶음,채소볶음류,47.6ml,114,12.58,1.7,12.0,336.0,0.48,21.06,0.38,2.4,,,,,0.41,0.0,0.34,18.8,,8.96,0.0,0.61
감자볶음_햄_채소,감자볶음,채소볶음류,180ml,47,5.29,2.6,6.0,160.0,0.24,10.43,0.26,0.9,,,,,0.12,8.0,0.6799999999999999,8.1,,6.14,0.01,0.18
감자볶음,감자볶음,채소볶음류,95ml,52,8.96,1.2,7.0,244.0,0.35,15.88,0.28,1.6,,,,,0.08,0.0,0.244,13.43,,6.23,0.0,0.12
감자볶음_감자_당근,감자볶음,채소볶음류,200ml,52,7.66,1.06,7.0,211.0,0.31,,,1.5,,,,,,13.0,0.23299999999999998,11.85,,5.25,0.0,
감자볶음_풋고추,감자볶음,채소볶음류,103.7ml,101,16.35,2.9,21.0,393.0,0.8,29.06,0.6,3.1,,,,,0.19,12.0,0.724,27.8,,15.91,0.0,0.32
감자볶음_당근,감자볶음,채소볶음류,75.6ml,109,11.81,1.7,17.0,343.0,0.5,19.81,0.36,2.8,,,,,0.36,123.0,0.528,22.18,,7.91,0.0,0.74
감자볶음_양파,감자볶음,채소볶음류,101.3ml,122,17.12,2.5,14.0,418.0,0.65,27.08,0.48,2.8,,,,,0.33,46.0,0.644,25.29,,9.7,0.0,0.55
감자볶음_햄,감자볶음,채소볶음류,120.1ml,159,13.05,5.0,15.0,403.0,0.67,28.07,0.6,2.3,,,,,0.48,2.0,1.163,20.75,,16.47,0.0,0.73
감자볶음_햄_채소,감자볶음,채소볶음류,180ml,47,5.29,2.6,6.0,160.0,0.24,10.43,0.26,0.9,,,,,0.12,8.0,0.6799999999999999,8.1,,6.14,0.01,0.18
감자빵_포슬쫀득 감자빵,감자빵,빵 및 과자류,110g,284,,3.64,,,,,,,,,,,,,0.0,,,,,
감자빵_못난이 감자크럼볼,감자빵,빵 및 과자류,75g,211,45.33,1.33,,,,,,,,,,,,,0.0,,,,,
감자빵_감자쫀득볼,감자빵,빵 및 과자류,50g,313,,3.95,,,,,,,,,,,,,0.0,,,,,
감자빵_강원도알감자빵 (5개입),감자빵,빵 및 과자류,160g,244,,3.13,,,,,,,,,,,,,0.0,,,,,
감자빵_강원도알감자빵,감자빵,빵 및 과자류,32g,250,,3.13,,,,,,,,,,,,,0.0,,,,,
감자샐러드,감자샐러드,샐러드류,80ml,161,15.59,2.7,18.0,327.0,0.65,21.66,0.56,2.3,,,,,0.63,29.0,0.687,23.81,,9.53,0.07,1.19
감자샐러드,감자샐러드,샐러드류,80ml,161,15.59,2.7,18.0,327.0,0.65,21.66,0.56,2.3,,,,,0.63,29.0,0.687,23.81,,9.53,0.07,1.19
감자샐러드_당근,감자샐러드,샐러드류,78.2ml,77,8.31,1.2,9.0,240.0,0.34,14.32,0.27,1.7,,,,,0.31,48.0,0.299,13.31,,6.24,0.0,0.58
감자샐러드,감자샐러드,샐러드류,80ml,165,15.65,2.8,18.0,329.0,0.67,21.66,0.56,2.3,,,,,0.74,29.0,0.6970000000000001,26.47,,9.53,0.09,1.22
감자샐러드,감자샐러드,샐러드류,80ml,161,15.59,2.7,18.0,327.0,0.65,21.66,0.56,2.3,,,,,0.63,29.0,0.687,23.81,,9.53,0.07,1.19
감자샐러드_오이,감자샐러드,샐러드류,121.3ml,104,11.17,1.7,14.0,310.0,0.55,20.26,0.38,2.1,,,,,0.41,2.0,0.28400000000000003,15.69,,8.41,0.0,0.69
감자샐러드 샌드위치,감자샐러드 샌드위치,빵 및 과자류,380ml,108,13.39,3.1,12.0,105.0,0.38,9.0,0.29,1.3,,,,,0.23,20.0,0.52,15.18,,1.87,0.08,0.61
감자샐러드 샌드위치,감자샐러드 샌드위치,빵 및 과자류,380ml,109,13.59,3.0,12.0,106.0,0.38,9.0,0.29,1.3,,,,,0.27,21.0,0.537,17.1,,1.87,0.14,0.6
감자샐러드 샌드위치,감자샐러드 샌드위치,빵 및 과자류,380ml,108,13.39,3.1,12.0,105.0,0.38,9.0,0.29,1.3,,,,,0.23,20.0,0.52,15.18,,1.87,0.08,0.61
감자스프,감자스프,죽 및 스프류,200ml,86,8.13,2.9,57.0,125.0,0.22,9.17,0.44,0.5,,,,,0.01,38.0,0.395,4.59,,1.91,0.05,0.09
감자스프,감자스프,죽 및 스프류,200ml,85,8.13,2.9,57.0,125.0,0.22,9.17,0.44,0.5,,,,,0.01,38.0,0.395,4.59,,1.91,0.05,0.09
감자스프,감자스프,죽 및 스프류,200ml,100,12.06,2.7,60.0,171.0,0.2,11.9,0.29,1.0,,,,,0.02,90.0,0.438,8.28,,2.54,0.05,0.17
감자연근튀김,감자연근튀김,튀김류,155.9ml,149,22.74,3.8,28.0,242.0,0.71,16.0,0.5,1.8,,,,,0.23,17.0,0.346,21.81,,8.15,0.23,0.59
감자전,감자전,전·적 및 부침류,200g,133,16.79,1.72,9.0,406.0,0.36,19.42,0.25,2.0,1469.83,84.23,16.38,0.0,,5.0,0.63,11.54,0.0,1.51,0.0,
감자전,감자전,전·적 및 부침류,150ml,93,13.75,1.98,9.0,230.0,0.41,,,1.7,,,,,,10.0,0.302,15.08,,6.04,0.02,
감자전,감자전,전·적 및 부침류,216.3ml,41,6.2,0.8,3.0,116.0,0.18,7.5,0.13,0.9,,,,,0.09,7.0,0.14700000000000002,6.82,,3.05,0.0,0.16
감자전,감자전,전·적 및 부침류,216.3ml,41,6.2,0.8,3.0,116.0,0.18,7.5,0.13,0.9,,,,,0.09,7.0,0.14700000000000002,6.82,,3.05,0.0,0.16
감자전,감자전,전·적 및 부침류,119.3ml,135,16.98,4.1,15.0,327.0,0.76,22.05,0.54,2.2,,,,,0.28,18.0,0.399,25.41,,7.6,0.15,0.64
감자조림,감자조림,조림류,50g,114,18.1,2.4,18.0,401.0,0.46,23.5,0.3,1.8,1979.98,128.78,20.54,0.32,,61.0,1.92,24.88,0.0,0.7,0.0,
감자조림,감자조림,조림류,80ml,66,13.29,1.58,7.0,247.0,0.41,,,1.5,,,,,,4.0,0.383,14.14,,5.82,0.0,
감자조림,감자조림,조림류,60ml,92,15.95,1.8,10.0,286.0,0.47,20.27,0.35,1.8,,,,,0.14,5.0,0.44099999999999995,16.55,,6.65,0.0,0.27
감자조림,감자조림,조림류,85ml,75,14.28,1.8,10.0,283.0,0.46,19.93,0.34,1.9,,,,,0.07,11.0,0.44399999999999995,16.26,,6.72,0.0,0.18
감자조림,감자조림,조림류,95.1ml,132,19.78,2.8,16.0,429.0,0.72,30.35,0.53,2.9,,,,,0.31,3.0,0.658,25.77,,12.73,0.0,0.47
감자탕,감자탕,찌개 및 전골류,530g,71,2.27,6.31,38.0,98.0,1.06,10.27,0.69,2.4,6475.09,473.8,106.44,10.6,,33.0,7.838,8.52,0.08,2.35,0.0,
감자탕,감자탕,찌개 및 전골류,650ml,27,2.35,2.9,5.0,112.0,0.28,7.32,0.26,0.7,,,,,0.01,4.0,0.5720000000000001,5.13,,1.81,0.03,0.21
감자탕,감자탕,찌개 및 전골류,200ml,51,3.87,3.39,28.0,161.0,0.4,,,1.3,,,,,,19.0,0.891,12.18,,3.55,0.01,
감자탕,감자탕,찌개 및 전골류,250ml,65,4.5,4.59,34.0,192.0,0.49,,,1.5,,,,,,26.0,1.085,14.52,,4.14,0.01,
감자탕,감자탕,찌개 및 전골류,420ml,67,3.37,4.66,24.0,165.0,0.53,,,1.3,,,,,,19.0,1.0779999999999998,11.67,,3.19,0.0,
감자튀김_웨지감자,감자튀김,튀김류,100g,121,,3.0,,,,,,,,,,,,,0.0,,,,,
감자튀김_웨지감자,감자튀김,튀김류,250g,231,32.25,3.94,,,,,,,,,,,,,0.0,,,,,
감자튀김_BBQ 감자튀김,감자튀김,튀김류,100g,254,,3.21,,,,,,,,,,,,,0.0,,,,,
감자튀김_모둠 감자튀김,감자튀김,튀김류,100g,231,,2.44,,,,,,,,,,,,,0.0,,,,,
감자튀김_크런치감자스틱,감자튀김,튀김류,100g,147,,1.6,,,,,,,,,,,,,0.0,,,,,
감자튀김_간편조리세트_몬스터 치즈 프라이,감자튀김,튀김류,587g,269,21.78,5.54,33.0,400.0,0.72,,,2.0,,,,,,,0.6809999999999999,,,0.29,0.0,
감자튀김,감자튀김,튀김류,150g,312,35.15,4.55,13.0,657.0,1.03,40.61,0.59,3.9,3162.29,248.22,25.15,0.38,,1.0,0.173,19.47,0.0,1.19,0.0,
감자튀김,감자튀김,튀김류,201.3ml,103,14.28,1.9,9.0,391.0,0.55,23.9,0.43,2.6,,,,,0.29,0.0,0.38,20.79,,9.93,0.0,0.42
감자튀김,감자튀김,튀김류,81.8ml,114,15.88,2.1,10.0,435.0,0.61,26.58,0.48,2.8,,,,,0.31,0.0,0.42100000000000004,23.12,,11.04,0.0,0.46
감자튀김,감자튀김,튀김류,81.8ml,114,15.88,2.1,10.0,435.0,0.61,26.58,0.48,2.8,,,,,0.31,0.0,0.42100000000000004,23.12,,11.04,0.0,0.46
감자튀김,감자튀김,튀김류,201.3ml,103,14.28,1.9,9.0,391.0,0.55,23.9,0.43,2.6,,,,,0.29,0.0,0.38,20.79,,9.93,0.0,0.42
감자튀김_감자볼튀김,감자튀김,튀김류,100g,278,32.59,2.25,,,,,,,,,,,,,0.0,,,,,
갑오징어무침,갑오징어무침,무침류,100ml,50,5.89,5.31,17.0,183.0,0.45,,,0.8,,,,,,25.0,1.214,11.57,,2.61,1.52,
갓김치,갓김치,김치류,100g,37,7.07,3.26,103.0,328.0,0.83,,,3.0,,,,,,101.0,1.039,,,1.65,0.0,
강낭콩밥,강낭콩밥,밥류,300ml,111,24.21,2.2,4.0,78.0,0.5,12.14,0.6,0.8,,,,,0.01,0.0,0.515,5.99,,0.08,0.0,0.05
강낭콩밥,강낭콩밥,밥류,300ml,112,23.99,2.3,4.0,54.0,0.19,12.14,0.6,1.1,,,,,0.01,0.0,0.438,7.08,,0.08,0.0,0.12
강낭콩밥,강낭콩밥,밥류,300ml,111,24.21,2.2,4.0,78.0,0.5,12.14,0.6,0.8,,,,,0.01,0.0,0.515,5.99,,0.08,0.0,0.05
강낭콩밥,강낭콩밥,밥류,300ml,112,23.99,2.3,4.0,54.0,0.19,12.14,0.6,1.1,,,,,0.01,0.0,0.438,7.08,,0.08,0.0,0.12
개고기 수육,개고기 수육,찜류,200ml,226,3.1,15.8,27.0,267.0,2.55,29.27,4.19,1.4,,,,,1.24,9.0,1.888,12.86,,2.71,0.0,0.39
개고기무침,개고기무침,무침류,620ml,121,3.76,7.63,42.0,195.0,1.95,,,2.3,,,,,,65.0,1.245,24.31,,2.22,0.0,
개고기전골,개고기전골,찌개 및 전골류,630ml,74,2.35,5.56,34.0,148.0,1.38,,,1.4,,,,,,52.0,0.8979999999999999,19.2,,1.36,0.0,
개피떡(바람떡),개피떡(바람떡),빵 및 과자류,100g,206,44.3,5.32,14.0,66.0,0.29,,,,,,,,,1.0,0.153,,,0.0,0.0,
건갈치조림,건갈치조림,조림류,74.6ml,96,3.68,11.2,49.0,181.0,0.86,18.92,0.35,0.3,,,,,0.62,4.0,1.2269999999999999,8.37,,1.43,5.61,0.55
건꼴뚜기조림_풋고추,건꼴뚜기조림,조림류,31.1ml,288,10.14,29.4,290.0,390.0,2.85,99.1,2.71,0.9,,,,,1.29,41.0,3.353,28.41,,3.56,10.99,1.8
건새우 미역국,건새우 미역국,국 및 탕류,320ml,27,0.92,3.8,270.0,135.0,1.13,22.34,0.35,0.6,,,,,0.11,4.0,0.647,13.09,,0.31,0.02,0.45
건새우 미역국,건새우 미역국,국 및 탕류,227.2ml,27,0.93,3.8,270.0,136.0,1.14,22.52,0.35,0.6,,,,,0.11,4.0,0.648,13.18,,0.31,0.02,0.45
건새우 미역국,건새우 미역국,국 및 탕류,227.2ml,28,1.02,3.8,270.0,134.0,1.13,22.52,0.35,0.6,,,,,0.11,4.0,0.657,13.19,,0.34,0.02,0.45
건새우 미역국,건새우 미역국,국 및 탕류,320ml,27,0.92,3.8,270.0,135.0,1.13,22.34,0.35,0.6,,,,,0.11,4.0,0.647,13.09,,0.31,0.02,0.45
건새우볶음,건새우볶음,볶음류,20g,304,5.4,41.55,3135.0,631.0,4.55,226.4,4.2,7.3,31433.1,2405.75,854.55,193.3,,0.0,6.55,128.35,6.2,12.75,0.0,
건새우볶음,건새우볶음,볶음류,100ml,109,5.45,9.9,669.0,169.0,2.72,24.32,0.86,0.5,,,,,0.49,7.0,1.6440000000000001,21.49,,0.4,0.05,1.52
건새우볶음_건새우,건새우볶음,볶음류,60ml,120,4.96,15.53,1125.0,202.0,4.36,,,0.2,,,,,,4.0,2.496,26.53,,0.02,0.08,
건새우볶음_건새우_꽈리고추,건새우볶음,볶음류,75ml,71,5.65,7.11,479.0,154.0,2.0,,,0.8,,,,,,11.0,1.326,31.03,,11.04,0.03,
건새우볶음_풋고추,건새우볶음,볶음류,88ml,163,12.71,10.7,718.0,191.0,2.92,27.67,0.94,0.7,,,,,0.68,27.0,1.871,23.83,,3.87,0.05,1.79
건새우볶음,건새우볶음,볶음류,37.6ml,154,9.52,15.6,1116.0,215.0,4.37,33.04,1.34,0.3,,,,,0.61,12.0,2.527,27.18,,0.16,0.08,2.19
건새우볶음,건새우볶음,볶음류,37.6ml,154,9.52,15.6,1116.0,215.0,4.37,33.04,1.34,0.3,,,,,0.61,12.0,2.527,27.18,,0.16,0.08,2.19
건새우볶음,건새우볶음,볶음류,100ml,109,5.45,9.9,669.0,169.0,2.72,24.32,0.86,0.5,,,,,0.49,7.0,1.6440000000000001,21.49,,0.4,0.05,1.52
건포도빵_우리쌀건포도브레드,건포도빵,빵 및 과자류,150g,265,,6.0,,,,,,,,,,,,,0.0,,,,,
건포도빵_건포도빵 (대),건포도빵,빵 및 과자류,465g,311,,7.53,,,,,,,,,,,,,0.0,,,,,
건포도빵_건포도빵 (소),건포도빵,빵 및 과자류,232g,310,,7.76,,,,,,,,,,,,,0.0,,,,,
건표고버섯볶음_건표고버섯,건표고버섯볶음,채소볶음류,80ml,37,7.51,2.03,5.0,215.0,0.41,,,3.8,,,,,,0.0,2.008,17.15,,0.25,0.0,
검정콩밥,검정콩밥,밥류,250ml,136,27.6,3.3,7.0,81.0,0.3,16.05,0.76,1.2,,,,,0.04,0.0,0.461,19.08,,0.13,0.0,0.21
검정콩밥,검정콩밥,밥류,250ml,121,25.08,2.7,5.0,55.0,0.17,12.91,0.64,0.9,,,,,0.02,0.0,0.431,12.02,,0.1,0.0,0.19
검정콩밥_보리,검정콩밥,밥류,179.2ml,143,29.94,3.2,6.0,65.0,0.24,15.09,0.77,1.2,,,,,0.03,0.0,0.48,14.18,,0.08,0.0,0.2
검정콩밥,검정콩밥,밥류,450ml,120,25.15,2.6,5.0,53.0,0.17,12.49,0.64,0.9,,,,,0.02,0.0,0.415,11.51,,0.08,0.0,0.18
검정콩밥_보리,검정콩밥,밥류,179.2ml,143,29.94,3.2,6.0,65.0,0.24,15.09,0.77,1.2,,,,,0.03,0.0,0.48,14.18,,0.08,0.0,0.2
검정콩밥,검정콩밥,밥류,300ml,121,24.31,3.2,8.0,84.0,0.28,15.81,0.68,1.2,,,,,0.05,0.0,0.421,19.98,,0.19,0.0,0.23
겉절이_배추,겉절이,채소무침류,50g,55,6.58,2.28,55.0,291.0,0.46,18.2,0.42,3.5,1930.88,139.44,1.98,2.68,,22.0,1.5200000000000002,20.46,0.06,0.44,0.0,
겉절이_상추,겉절이,채소무침류,100g,61,5.26,2.36,68.0,449.0,0.66,40.5,0.31,3.4,1700.78,135.04,21.13,3.22,,83.0,0.8099999999999999,18.57,0.0,0.13,0.0,
겉절이_열무,겉절이,채소무침류,100g,58,5.38,2.4,74.0,442.0,0.79,32.55,0.43,3.0,1817.85,147.03,27.09,4.37,,85.0,0.12,70.69,0.0,0.54,0.0,
겉절이_치커리,겉절이,채소무침류,100g,56,4.4,1.49,46.0,291.0,0.55,15.62,0.22,1.9,1225.84,99.79,10.96,0.77,,119.0,0.27,13.62,0.0,0.0,0.0,
게국지,게국지,국 및 탕류,1100g,38,2.88,4.08,120.0,144.0,0.0,24.89,1.0,2.2,-,216.28,56.67,27.08,,18.0,0.056,15.17,0.0,0.0,,
게맛살튀김,게맛살튀김,튀김류,167.4ml,213,26.31,6.1,151.0,55.0,0.42,8.88,0.37,0.5,,,,,0.57,8.0,0.317,11.21,,0.01,0.06,0.97
게맛살튀김,게맛살튀김,튀김류,167.4ml,213,26.31,6.1,151.0,55.0,0.42,8.88,0.37,0.5,,,,,0.57,8.0,0.317,11.21,,0.01,0.06,0.97
게살죽,게살죽,죽 및 스프류,800g,71,13.42,2.24,13.0,43.0,0.0,0.0,0.0,0.7,-,0.0,0.0,0.0,,6.0,0.30300000000000005,0.0,0.0,0.0,,
게장_간장,게장,젓갈류,100g,88,4.47,12.25,213.0,176.0,1.42,,,0.0,,,,,,,6.9670000000000005,,,0.46,0.0,
게장_양념,게장,젓갈류,100g,111,8.07,12.24,180.0,338.0,0.87,,,1.8,,,,,,,7.279999999999999,,,0.85,0.0,
게조림,게조림,조림류,800ml,21,0.31,4.2,32.0,60.0,0.21,12.36,0.52,0.0,,,,,0.07,0.0,0.07600000000000001,3.7,,0.0,0.0,0.17
게조림,게조림,조림류,132ml,93,1.48,18.9,147.0,277.0,0.96,55.64,2.42,0.2,,,,,0.34,2.0,0.317,17.65,,0.27,0.0,0.79
겨자채,겨자채,채소무침류,150ml,120,4.02,5.4,13.0,155.0,0.9,15.68,1.49,1.0,,,,,0.03,15.0,0.8190000000000001,7.71,,5.4,0.0,0.25
겨자채,겨자채,채소무침류,74.7ml,128,4.27,7.3,25.0,195.0,1.16,17.98,1.55,1.2,,,,,0.04,75.0,0.867,20.28,,3.11,0.19,0.37
겨자채,겨자채,채소무침류,74.7ml,128,4.27,7.3,25.0,195.0,1.16,17.98,1.55,1.2,,,,,0.04,75.0,0.867,20.28,,3.11,0.19,0.37
겨자채,겨자채,채소무침류,150ml,120,4.02,5.4,13.0,155.0,0.9,15.68,1.49,1.0,,,,,0.03,15.0,0.8190000000000001,7.71,,5.4,0.0,0.25
견과_넛츠앤푸르츠,견과,"서류, 곡류, 듀류, 견과 및 종실류",40g,550,37.5,17.5,,,,,,,,,,,,,0.0,,,,,
경단_깨,경단,빵 및 과자류,100g,240,38.58,6.28,178.0,75.0,0.84,46.75,1.41,4.6,5791.97,485.89,126.07,3.48,,0.0,1.23,27.41,0.0,0.0,0.0,
경단_깨,경단,빵 및 과자류,100g,319,74.22,4.44,62.0,51.0,0.0,40.58,1.09,5.4,-,315.67,55.02,6.66,,0.0,0.007,16.01,0.0,0.0,,
경단_찹쌀_카스텔라,경단,빵 및 과자류,100g,237,51.1,4.1,14.0,38.0,0.8,,,,,,,,,3.0,0.6599999999999999,,,0.0,,
경단_콩,경단,빵 및 과자류,100g,314,74.03,3.51,10.0,69.0,0.0,16.31,0.6,2.4,-,266.41,45.72,3.39,,0.0,0.45,11.22,0.0,0.0,,
계란 덮밥,계란 덮밥,밥류,100g,143,25.14,4.31,17.0,74.0,0.36,,,0.8,,,,,,,1.081,,,0.74,0.0,
계란 덮밥,계란 덮밥,밥류,300ml,169,27.22,5.0,13.0,74.0,0.49,13.58,0.87,0.8,,,,,0.13,26.0,0.521,17.64,,0.27,0.21,0.6
계란 덮밥,계란 덮밥,밥류,335.4ml,152,21.33,4.7,12.0,91.0,0.55,11.8,0.96,0.9,,,,,0.13,30.0,0.855,16.14,,0.95,0.15,0.48
계란 덮밥,계란 덮밥,밥류,335.4ml,152,21.33,4.7,12.0,91.0,0.55,11.8,0.96,0.9,,,,,0.13,30.0,0.855,16.14,,0.95,0.15,0.48
계란빵_트윈에그 브레드,계란빵,빵 및 과자류,105g,238,,10.48,,,,,,,,,,,,,0.0,,,,,
계란빵_쌀계란빵,계란빵,빵 및 과자류,100g,313,,2.0,,,,,,,,,,,,,0.0,,,,,
계란빵,계란빵,빵 및 과자류,150ml,158,27.2,6.0,64.0,64.0,0.7,11.09,0.39,0.9,,,,,0.03,24.0,0.29100000000000004,16.87,,0.06,0.21,0.45
계란빵,계란빵,빵 및 과자류,150ml,158,27.2,6.0,64.0,64.0,0.7,11.09,0.39,0.9,,,,,0.03,24.0,0.29100000000000004,16.87,,0.06,0.21,0.45
계란빵,계란빵,빵 및 과자류,150ml,158,27.72,5.9,65.0,65.0,0.68,11.09,0.39,0.9,,,,,0.03,27.0,0.33599999999999997,21.87,,0.06,0.36,0.42
고구마_밤고구마_삶은것,고구마,"서류, 곡류, 듀류, 견과 및 종실류",100g,132,30.17,2.45,58.0,296.0,0.7,,,3.7,,,,,,,0.32299999999999995,,,5.16,0.0,
고구마_찐고구마,고구마,찜류,200g,139,32.47,1.67,20.0,402.0,0.58,22.27,0.3,2.9,1389.17,106.78,0.0,0.96,,2.0,0.69,41.87,0.0,2.29,0.0,
고구마깻잎튀김,고구마깻잎튀김,튀김류,149.7ml,169,29.95,2.6,41.0,241.0,0.59,24.48,0.35,2.0,,,,,0.25,53.0,0.526,63.59,,3.75,0.12,0.64
고구마맛탕,고구마맛탕,튀김류,200g,246,47.3,1.65,33.0,464.0,0.0,30.94,0.3,4.5,-,95.38,24.99,3.86,,18.0,1.1800000000000002,42.31,0.0,0.96,,
고구마맛탕,고구마맛탕,튀김류,140ml,160,31.45,0.61,11.0,197.0,0.29,,,1.5,,,,,,1.0,0.392,47.69,,3.74,0.0,
고구마맛탕,고구마맛탕,튀김류,120ml,141,25.54,0.75,15.0,191.0,0.27,,,1.5,,,,,,1.0,0.42,46.47,,3.58,0.0,
고구마맛탕,고구마맛탕,튀김류,180ml,143,27.12,0.71,13.0,201.0,0.27,,,1.5,,,,,,1.0,0.40900000000000003,48.77,,3.8,0.0,
고구마맛탕,고구마맛탕,튀김류,152ml,209,40.14,1.0,22.0,319.0,0.42,21.51,0.23,2.4,,,,,0.31,3.0,0.64,77.72,,6.09,0.0,0.67
고구마밥,고구마밥,밥류,216ml,139,30.44,2.3,4.0,82.0,0.14,12.75,0.62,1.0,,,,,0.0,0.0,0.477,18.3,,1.05,0.0,0.16
고구마밥,고구마밥,밥류,216ml,139,30.44,2.3,4.0,82.0,0.14,12.75,0.62,1.0,,,,,0.0,0.0,0.477,18.3,,1.05,0.0,0.16
고구마밥,고구마밥,밥류,272ml,139,30.47,2.3,4.0,82.0,0.14,12.76,0.62,1.0,,,,,0.0,0.0,0.477,18.28,,1.04,0.0,0.16
고구마전,고구마전,전·적 및 부침류,140g,227,35.99,2.92,19.0,343.0,0.66,37.7,0.39,3.6,2487.55,180.09,36.97,3.22,,47.0,2.7319999999999998,14.33,1.41,3.93,0.0,
고구마조림,고구마조림,조림류,97ml,167,38.53,2.5,28.0,456.0,0.76,33.57,0.41,3.8,,,,,0.02,65.0,1.2710000000000001,81.44,,8.76,0.0,0.85
고구마조림,고구마조림,조림류,89.4ml,167,38.6,2.5,28.0,456.0,0.74,33.38,0.41,3.8,,,,,0.02,64.0,1.274,81.57,,8.7,0.0,0.84
고구마조림,고구마조림,조림류,89.4ml,167,38.6,2.5,28.0,456.0,0.74,33.38,0.41,3.8,,,,,0.02,64.0,1.274,81.57,,8.7,0.0,0.84
고구마줄기나물,고구마줄기나물,나물·숙채류,50g,83,4.1,0.98,111.0,122.0,0.3,15.48,0.14,3.1,689.58,62.12,2.22,0.58,,4.0,0.16,2.44,0.0,0.16,0.0,
고구마줄기나물,고구마줄기나물,나물·숙채류,100g,97,5.77,1.64,136.0,137.0,0.57,,,3.2,,,,,,,1.465,,,0.0,0.0,
고구마줄기나물,고구마줄기나물,나물·숙채류,170ml,22,2.42,0.6,38.0,181.0,0.24,10.32,0.12,1.1,,,,,0.08,5.0,0.277,3.95,,0.85,0.0,0.15
고구마줄기나물_고춧가루,고구마줄기나물,나물·숙채류,60ml,27,4.23,1.2,75.0,240.0,0.6,18.3,0.36,2.3,,,,,0.07,36.0,0.467,10.43,,0.81,0.0,0.53
고구마줄기나물_들깨,고구마줄기나물,나물·숙채류,60ml,39,3.93,1.5,77.0,242.0,1.1,23.54,0.38,2.4,,,,,1.02,75.0,0.499,15.88,,1.23,0.0,0.49
고구마줄기나물,고구마줄기나물,나물·숙채류,46.6ml,60,3.41,0.8,75.0,451.0,0.41,18.92,0.14,1.8,,,,,0.16,3.0,0.687,4.54,,1.57,0.0,0.39
고구마줄기나물_고춧가루,고구마줄기나물,나물·숙채류,60ml,27,4.3,1.2,77.0,240.0,0.59,18.37,0.37,2.3,,,,,0.07,35.0,0.497,10.74,,0.76,0.0,0.53
고구마줄기나물_들깨,고구마줄기나물,나물·숙채류,60ml,39,3.93,1.5,77.0,242.0,1.1,23.54,0.38,2.4,,,,,1.02,75.0,0.499,15.88,,1.23,0.0,0.49
고구마줄기나물,고구마줄기나물,나물·숙채류,46.6ml,60,3.41,0.8,75.0,451.0,0.41,18.92,0.14,1.8,,,,,0.16,3.0,0.687,4.54,,1.57,0.0,0.39
고구마줄기나물_고춧가루,고구마줄기나물,나물·숙채류,60ml,27,4.3,1.2,77.0,240.0,0.59,18.37,0.37,2.3,,,,,0.07,35.0,0.497,10.74,,0.76,0.0,0.53
고구마줄기나물,고구마줄기나물,나물·숙채류,170ml,22,2.45,0.56,38.0,180.0,0.24,,,1.1,,,,,,5.0,0.281,3.96,,0.85,0.0,
고구마줄기나물_고춧가루,고구마줄기나물,나물·숙채류,60ml,27,4.23,1.2,75.0,240.0,0.6,18.3,0.36,2.3,,,,,0.07,36.0,0.467,10.43,,0.81,0.0,0.53
고구마줄기나물_들깨,고구마줄기나물,나물·숙채류,60ml,39,3.93,1.5,77.0,242.0,1.1,23.54,0.38,2.4,,,,,1.02,75.0,0.499,15.88,,1.23,0.0,0.49
고구마튀김,고구마튀김,튀김류,100g,253,33.8,2.72,25.0,328.0,0.0,19.69,0.24,2.0,-,168.18,37.03,4.74,,9.0,0.508,24.9,0.0,0.0,,
고구마튀김,고구마튀김,튀김류,166.5ml,193,29.37,2.7,15.0,244.0,0.51,16.55,0.29,1.9,,,,,0.41,13.0,0.502,60.63,,4.29,0.09,0.89
고구마튀김,고구마튀김,튀김류,80ml,233,31.33,1.48,17.0,234.0,0.38,,,1.8,,,,,,3.0,0.46199999999999997,56.31,,4.21,0.03,
고구마튀김,고구마튀김,튀김류,65.5ml,182,32.12,1.9,11.0,240.0,0.36,16.49,0.19,2.0,,,,,0.31,2.0,0.489,57.04,,4.37,0.0,0.65
고구마튀김,고구마튀김,튀김류,166.5ml,193,29.37,2.7,15.0,244.0,0.51,16.55,0.29,1.9,,,,,0.41,13.0,0.502,60.63,,4.29,0.09,0.89
고기만두,고기만두,면 및 만두류,315ml,105,13.15,6.6,17.0,113.0,0.81,23.3,0.51,1.4,,,,,0.08,2.0,0.878,17.46,,1.47,0.04,0.31
고기만두,고기만두,면 및 만두류,215.5ml,96,13.59,5.4,17.0,92.0,0.49,24.77,0.44,1.2,,,,,0.09,1.0,0.523,12.89,,0.84,0.02,0.26
고기만두,고기만두,면 및 만두류,215.5ml,99,14.13,6.1,14.0,104.0,0.44,22.34,0.46,1.1,,,,,0.07,1.0,0.683,11.09,,0.74,0.03,0.24
