name,representative_food,major_category,weight,energy_kcal,carbohydrate_g,protein_g,calcium_mg,kalium_mg,iron_mg,magnesium_mg,zinc_mg,cellulose_g,aminoacid_mg,leucine_mg,methionine_mg,selenium_ug,omega3_g,vitaminA_ug,vitaminB_mg,folicacid_ug,vitaminB12_mg,vitaminC_mg,vitaminD_ug,vitaminE_mg
청국장찌개,청국장찌개,찌개 및 전골류,200g,47,1.92,5.03,27.0,157.0,0.72,30.9,0.62,1.7,4311.78,336.58,58.27,3.14,,4.0,0.8700000000000001,48.03,0.0,0.0,0.0,
청국장찌개_두부_채소,청국장찌개,찌개 및 전골류,100g,79,2.94,6.32,144.0,274.0,1.72,,,2.2,,,,,,,0.179,,,0.25,0.0,
청국장찌개,청국장찌개,찌개 및 전골류,240ml,45,4.91,4.0,35.0,209.0,1.08,27.18,0.51,2.3,,,,,0.07,7.0,0.75,48.18,,1.42,0.01,0.35
청국장찌개_해물,청국장찌개,찌개 및 전골류,240ml,37,3.83,3.8,40.0,159.0,1.5,25.08,0.49,1.6,,,,,0.08,5.0,0.627,35.28,,1.77,0.0,0.31
청국장찌개_모듬,청국장찌개,찌개 및 전골류,240ml,42,4.57,3.8,34.0,187.0,1.02,26.55,0.48,2.1,,,,,0.08,6.0,0.657,41.98,,1.56,0.0,0.34
청국장찌개_배추김치,청국장찌개,찌개 및 전골류,160ml,29,2.85,2.56,23.0,150.0,0.62,,,1.4,,,,,,5.0,0.798,24.14,,1.25,0.0,
청국장찌개_배추김치,청국장찌개,찌개 및 전골류,210ml,29,3.09,2.54,23.0,150.0,0.64,,,1.5,,,,,,6.0,0.794,25.84,,1.61,0.0,
청국장찌개_배추김치,청국장찌개,찌개 및 전골류,340ml,28,2.93,2.53,22.0,128.0,0.57,,,1.4,,,,,,6.0,0.46499999999999997,24.76,,1.74,0.01,
청어구이,청어구이,생선구이류,200ml,129,0.22,8.2,18.0,1.0,0.4,16.74,0.55,0.0,,,,,1.23,35.0,3.29,6.5,,0.5,11.0,1.79
청포묵 무침,청포묵 무침,채소무침류,150ml,43,6.54,1.3,11.0,55.0,0.23,6.16,0.15,1.7,,,,,0.1,25.0,0.41600000000000004,11.5,,1.8,0.02,0.26
청포묵 무침,청포묵 무침,채소무침류,60ml,57,6.86,2.17,15.0,71.0,0.36,,,1.7,,,,,,27.0,0.558,11.5,,1.71,0.04,
청포묵 무침,청포묵 무침,채소무침류,60ml,57,6.76,2.2,15.0,71.0,0.37,8.69,0.36,1.8,,,,,0.14,27.0,0.551,10.93,,1.7,0.02,0.34
청포묵 무침,청포묵 무침,채소무침류,90ml,53,7.48,1.96,14.0,77.0,0.33,,,1.8,,,,,,33.0,0.5660000000000001,14.84,,2.26,0.05,
청포묵 무침,청포묵 무침,채소무침류,90ml,53,7.38,2.0,14.0,78.0,0.33,8.87,0.25,1.9,,,,,0.13,32.0,0.559,14.21,,2.25,0.03,0.35
청포묵 무침,청포묵 무침,채소무침류,150ml,43,6.54,1.3,11.0,55.0,0.23,,,1.6,,,,,,25.0,0.41500000000000004,11.5,,1.8,0.03,
청포묵 무침,청포묵 무침,채소무침류,150ml,43,6.54,1.3,11.0,55.0,0.23,6.16,0.15,1.7,,,,,0.1,25.0,0.41600000000000004,11.5,,1.8,0.02,0.26
청포묵국,청포묵국,국 및 탕류,142.6ml,44,2.16,2.9,6.0,85.0,0.42,6.38,0.75,0.6,,,,,0.01,5.0,0.46900000000000003,7.98,,1.38,0.0,0.06
초간장,초간장,"장류, 양념류",15ml,72,11.33,6.6,19.0,412.0,1.29,49.67,0.59,0.5,,,,,0.0,0.0,2.013,24.67,,0.0,0.0,0.03
초간장,초간장,"장류, 양념류",15ml,73,12.19,6.1,18.0,325.0,1.12,49.67,0.59,0.5,,,,,0.0,0.0,2.021,24.0,,0.0,0.0,0.03
초간장,초간장,"장류, 양념류",15ml,72,11.33,6.6,19.0,412.0,1.29,49.67,0.59,0.5,,,,,0.0,0.0,2.013,24.67,,0.0,0.0,0.03
초간장,초간장,"장류, 양념류",15ml,72,11.33,6.6,19.0,412.0,1.29,49.67,0.59,0.5,,,,,0.0,0.0,2.013,24.67,,0.0,0.0,0.03
초당순두부,초당순두부,국 및 탕류,900g,58,1.76,5.46,37.0,116.0,0.0,47.02,0.61,1.2,-,476.03,75.0,5.89,,0.0,0.208,6.15,0.0,0.0,,
초밥_모듬,초밥,밥류,380g,160,26.72,9.66,14.0,161.0,0.07,15.43,0.66,2.0,9960.14,857.06,283.59,36.44,,1.0,40.455999999999996,11.61,0.43,0.0,0.61,
초밥_유부초밥,초밥,밥류,200g,194,29.82,5.78,46.0,57.0,0.59,21.45,0.77,2.6,5321.07,444.09,82.16,6.05,,23.0,0.04,29.77,0.0,4.25,0.0,
초밥_광어,초밥,밥류,300g,151,25.85,9.02,8.0,183.0,0.0,0.0,0.0,0.8,-,0.0,0.0,0.0,,0.0,3.117,0.0,0.0,0.0,,
초밥_농어,초밥,밥류,250g,159,31.5,6.97,7.0,119.0,0.0,10.8,0.51,1.0,-,609.66,178.52,0.0,,11.0,0.613,0.0,0.0,0.0,,
초밥_모듬,초밥,밥류,300g,154,25.48,8.47,15.0,147.0,0.0,0.0,0.0,0.8,-,0.0,0.0,0.0,,6.0,2.598,0.0,0.0,0.0,,
초밥_문어,초밥,밥류,250g,157,32.71,5.85,9.0,58.0,0.0,13.76,0.83,1.1,-,491.04,127.48,0.0,,1.0,0.29400000000000004,0.0,0.0,3.12,,
초밥_새우,초밥,밥류,100g,130,20.41,7.78,24.0,76.0,0.12,,,0.0,,,,,,,0.211,,,0.14,0.0,
초밥_연어,초밥,밥류,100g,207,19.59,11.2,510.0,189.0,2.49,,,0.0,,,,,,,3.461,,,0.46,1.72,
초밥_유부초밥,초밥,밥류,100g,165,31.26,4.32,63.0,33.0,0.39,,,1.9,,,,,,4.0,0.561,,,0.0,0.0,
초밥_장어,초밥,밥류,250g,195,32.27,6.61,32.0,70.0,0.0,9.9,0.62,1.3,-,537.84,153.62,0.0,,132.0,0.28900000000000003,0.0,0.0,2.26,,
초밥_한치,초밥,밥류,250g,150,31.17,5.48,7.0,43.0,0.0,8.11,0.58,0.6,-,495.15,135.27,0.0,,0.0,0.595,0.0,0.0,2.59,,
도넛_바닐라초코볼 도넛,초코 도넛,빵 및 과자류,68g,326,,5.88,,,,,,,,,,,,,0.0,,,,,
도넛_벨지안초코 도넛,초코 도넛,빵 및 과자류,68g,418,,7.35,,,,,,,,,,,,,0.0,,,,,
도넛_초코 마카롱 도넛,초코 도넛,빵 및 과자류,51g,418,,5.88,,,,,,,,,,,,,0.0,,,,,
도넛_초코크런치 도넛,초코 도넛,빵 및 과자류,55g,400,,5.45,,,,,,,,,,,,,0.0,,,,,
도넛_초코베리듀얼하트 도넛,초코 도넛,빵 및 과자류,76g,330,,2.63,,,,,,,,,,,,,0.0,,,,,
도넛_초코마카롱 도넛,초코 도넛,빵 및 과자류,52g,413,,7.69,,,,,,,,,,,,,0.0,,,,,
도넛_초코 도넛,초코 도넛,빵 및 과자류,50g,404,,7.8,,,,,,,,,,,,,0.0,,,,,
도넛_골드초코 허니비 도넛,초코 도넛,빵 및 과자류,78g,479,,6.41,,,,,,,,,,,,,0.0,,,,,
도넛_글레이즈드 초콜릿 케익 도넛,초코 도넛,빵 및 과자류,80g,416,,3.75,,,,,,,,,,,,,0.0,,,,,
도넛_오리지널 초콜릿 필드 도넛,초코 도넛,빵 및 과자류,62g,456,,6.45,,,,,,,,,,,,,0.0,,,,,
도넛_초코 와플넛 도넛,초코 도넛,빵 및 과자류,126g,437,,6.35,,,,,,,,,,,,,0.0,,,,,
도넛_초코홀릭 도넛,초코 도넛,빵 및 과자류,55g,489,,7.27,,,,,,,,,,,,,0.0,,,,,
도넛_초코 우유크림 듬뿍 도넛,초코 도넛,빵 및 과자류,84g,415,,5.95,,,,,,,,,,,,,0.0,,,,,
도넛_다크초코링도넛,초코 도넛,빵 및 과자류,65g,469,46.15,6.15,,,,,,,,,,,,,0.0,,,,,
도넛_다크초코츄잉스타,초코 도넛,빵 및 과자류,54g,444,38.89,3.7,,,,,,,,,,,,,0.0,,,,,
도넛_쿠키&다크초코링도넛,초코 도넛,빵 및 과자류,75g,473,52.0,5.33,,,,,,,,,,,,,0.0,,,,,
도넛_쿠키&화이트초코링도넛,초코 도넛,빵 및 과자류,75g,473,52.0,5.33,,,,,,,,,,,,,0.0,,,,,
도넛_화이트초코링 도넛,초코 도넛,빵 및 과자류,65g,462,,6.15,,,,,,,,,,,,,0.0,,,,,
초코소라빵,초코소라빵,빵 및 과자류,70g,319,51.76,3.29,67.0,182.0,1.23,20.96,0.9,2.1,2967.16,234.67,27.99,31.29,,22.0,1.686,21.23,0.0,0.0,0.0,
초콜릿_로고 코인 다크 초콜릿 골드,초콜릿,빵 및 과자류,50g,510,,10.0,,,,,,,,,,,,,0.0,,,,,
초콜릿_로고 코인 밀크 초콜릿 실버,초콜릿,빵 및 과자류,50g,512,,8.0,,,,,,,,,,,,,0.0,,,,,
초콜릿_로스티드 아몬드 앤 초콜릿,초콜릿,빵 및 과자류,56g,527,,5.36,,,,,,,,,,,,,0.0,,,,,
초콜릿_리저브 초콜릿 세트,초콜릿,빵 및 과자류,36g,503,,5.56,,,,,,,,,,,,,0.0,,,,,
초콜릿_로스티드 헤이즐넛 초콜릿,초콜릿,빵 및 과자류,55g,611,40.0,9.09,,,,,,,,,,,,,0.0,,,,,
초콜릿_로아커 초콜릿 클래식 다크,초콜릿,빵 및 과자류,50g,518,,6.4,,,,,,,,,,,,,0.0,,,,,
초콜릿_로아커 초콜릿 클래식 밀크,초콜릿,빵 및 과자류,50g,530,,10.6,,,,,,,,,,,,,0.0,,,,,
초콜릿_마이 스위티 까페,초콜릿,빵 및 과자류,21g,571,,4.76,,,,,,,,,,,,,0.0,,,,,
초콜릿_마이 스위티 브라운,초콜릿,빵 및 과자류,21g,571,,4.76,,,,,,,,,,,,,0.0,,,,,
총각김치,총각김치,김치류,100g,42,7.89,1.92,38.0,331.0,0.52,,,2.4,,,,,,14.0,0.367,,,3.49,0.0,
추어탕,추어탕,찌개 및 전골류,350g,54,3.07,3.24,135.0,95.0,0.82,17.38,0.41,2.2,2385.04,188.69,34.93,7.43,,26.0,0.71,7.25,0.53,7.37,0.0,
추어탕,추어탕,찌개 및 전골류,1000g,32,2.68,2.27,56.0,87.0,0.0,15.05,0.31,1.9,-,149.93,25.67,3.43,,35.0,0.291,10.17,0.0,0.0,,
추어탕,추어탕,찌개 및 전골류,450ml,30,1.97,3.5,141.0,125.0,1.6,13.62,0.72,0.7,,,,,0.24,41.0,1.7249999999999999,8.24,,1.3,0.71,0.3
추어탕,추어탕,찌개 및 전골류,160ml,30,2.28,3.09,125.0,125.0,1.41,,,1.3,,,,,,47.0,1.512,17.61,,4.22,0.49,
추어탕,추어탕,찌개 및 전골류,180ml,26,2.36,2.65,107.0,118.0,1.12,,,1.3,,,,,,43.0,1.248,16.9,,4.2,0.41,
추어탕,추어탕,찌개 및 전골류,356.4ml,41,2.92,4.8,164.0,169.0,1.89,21.75,0.91,1.1,,,,,0.12,50.0,1.9929999999999999,15.53,,2.0,0.79,0.43
충무김밥,충무김밥,밥류,400g,146,27.29,5.86,19.0,165.0,0.0,20.46,0.7,2.1,-,442.74,112.5,0.0,,32.0,0.429,0.0,0.0,0.45,,
충무김밥,충무김밥,밥류,327ml,128,23.59,3.5,28.0,143.0,0.4,20.48,0.71,1.5,,,,,0.04,65.0,0.59,27.01,,5.22,0.05,0.37
취나물_된장,취나물,나물·숙채류,90g,44,4.12,3.08,99.0,229.0,0.77,25.07,0.56,4.6,2621.81,224.34,40.17,0.99,,22.0,2.734,9.66,0.0,0.72,0.0,
취나물_취나물(마른것),취나물,나물·숙채류,50g,89,6.4,3.62,175.0,99.0,1.82,16.54,0.28,6.4,3009.48,304.98,37.64,1.58,,129.0,0.22,2.3,0.0,0.5,0.0,
취나물_된장,취나물,나물·숙채류,100ml,63,10.79,3.0,119.0,488.0,4.97,21.32,0.52,4.4,,,,,0.17,154.0,1.373,94.74,,10.62,0.0,0.47
취나물_간장_소금,취나물,나물·숙채류,80ml,25,3.42,0.97,39.0,150.0,1.42,,,1.4,,,,,,54.0,0.41300000000000003,28.5,,3.07,0.0,
취나물_된장,취나물,나물·숙채류,80ml,29,4.7,1.36,45.0,186.0,1.74,,,1.9,,,,,,66.0,0.513,34.74,,3.48,0.0,
취나물_된장,취나물,나물·숙채류,44.3ml,59,9.33,2.6,103.0,417.0,4.24,19.32,0.46,3.8,,,,,0.15,131.0,1.19,81.13,,9.03,0.0,0.42
취나물_간장_소금,취나물,나물·숙채류,180ml,25,3.7,1.04,41.0,158.0,1.37,,,1.6,,,,,,60.0,0.41900000000000004,29.74,,3.23,0.0,
취나물_된장,취나물,나물·숙채류,100ml,63,10.75,3.0,117.0,488.0,4.98,21.25,0.51,4.4,,,,,0.17,155.0,1.358,94.62,,10.67,0.0,0.47
취나물무침,취나물무침,나물·숙채류,50g,148,6.61,2.75,149.0,127.0,0.0,27.68,0.52,6.5,-,256.24,22.98,9.8,,219.0,0.055,9.36,0.0,0.63,,
취나물무침_간장,취나물무침,나물·숙채류,180ml,25,3.64,1.0,41.0,159.0,1.38,8.0,0.2,1.6,,,,,0.18,60.0,0.41000000000000003,29.74,,3.21,0.0,0.19
취나물무침_소금,취나물무침,나물·숙채류,70ml,99,12.32,3.4,141.0,508.0,2.98,22.8,0.91,5.0,,,,,0.4,186.0,1.432,91.2,,13.07,0.0,0.32
취나물무침,취나물무침,나물·숙채류,80ml,29,4.69,1.4,45.0,186.0,1.74,9.64,0.22,1.9,,,,,0.12,66.0,0.512,34.74,,3.48,0.0,0.25
취나물무침_간장,취나물무침,나물·숙채류,80ml,25,3.32,1.0,39.0,151.0,1.42,8.32,0.18,1.4,,,,,0.23,54.0,0.404,28.49,,3.04,0.0,0.2
취나물무침,취나물무침,나물·숙채류,40ml,44,6.74,2.0,64.0,276.0,2.59,14.89,0.32,2.7,,,,,0.11,82.0,0.8069999999999999,51.05,,5.47,0.0,0.37
취나물무침_간장,취나물무침,나물·숙채류,180ml,25,3.64,1.0,41.0,159.0,1.38,8.0,0.2,1.6,,,,,0.18,60.0,0.41000000000000003,29.74,,3.21,0.0,0.19
취나물무침_소금,취나물무침,나물·숙채류,70ml,99,12.32,3.4,141.0,508.0,2.98,22.8,0.91,5.0,,,,,0.4,186.0,1.432,91.2,,13.07,0.0,0.32
취나물무침_간장,취나물무침,나물·숙채류,180ml,25,3.64,1.0,41.0,159.0,1.38,8.0,0.2,1.6,,,,,0.18,60.0,0.41000000000000003,29.74,,3.21,0.0,0.19
취나물무침_소금,취나물무침,나물·숙채류,70ml,99,12.32,3.4,141.0,508.0,2.98,22.8,0.91,5.0,,,,,0.4,186.0,1.432,91.2,,13.07,0.0,0.32
츄러스_츄러스 바바리안 크림,츄러스,빵 및 과자류,78g,308,,5.13,,,,,,,,,,,,,0.0,,,,,
츄러스_스틱츄,츄러스,빵 및 과자류,100g,370,51.43,5.14,,,,,,,,,,,,,0.0,,,,,
츄러스_시나몬츄라이,츄러스,빵 및 과자류,100g,484,55.56,5.56,,,,,,,,,,,,,0.0,,,,,
츄러스_어니언츄라이,츄러스,빵 및 과자류,100g,502,50.56,6.11,,,,,,,,,,,,,0.0,,,,,
츄러스_초코필링츄,츄러스,빵 및 과자류,100g,400,55.81,5.58,,,,,,,,,,,,,0.0,,,,,
츄러스_츄러스,츄러스,빵 및 과자류,100g,355,50.0,5.0,,,,,,,,,,,,,0.0,,,,,
츄러스_치즈스틱츄,츄러스,빵 및 과자류,100g,367,52.0,5.14,,,,,,,,,,,,,0.0,,,,,
츄러스_치즈츄러스,츄러스,빵 및 과자류,100g,355,50.0,5.0,,,,,,,,,,,,,0.0,,,,,
츄러스_케이준츄라이,츄러스,빵 및 과자류,100g,478,53.33,6.11,,,,,,,,,,,,,0.0,,,,,
츄러스_쌍쌍 츄로스,츄러스,빵 및 과자류,58g,457,,5.17,,,,,,,,,,,,,0.0,,,,,
츄러스_고구마 필링 롱츄,츄러스,빵 및 과자류,96g,398,61.46,5.21,,,,,,,,,,,,,0.0,,,,,
츄러스_달콤 허니버터 스틱츄,츄러스,빵 및 과자류,192g,322,50.83,4.9,,,,,,,,,,,,,0.0,,,,,
츄러스_레인보우 초코 링츄,츄러스,빵 및 과자류,82g,370,59.39,6.71,,,,,,,,,,,,,0.0,,,,,
츄러스_바삭 후레이크 링츄,츄러스,빵 및 과자류,82g,374,52.93,6.71,,,,,,,,,,,,,0.0,,,,,
츄러스_버터 갈릭 스틱츄,츄러스,빵 및 과자류,192g,304,50.1,5.1,,,,,,,,,,,,,0.0,,,,,
츄러스_슈크림 필링 롱츄,츄러스,빵 및 과자류,98g,356,51.02,5.51,,,,,,,,,,,,,0.0,,,,,
츄러스_스틱 츄러스,츄러스,빵 및 과자류,180g,316,48.89,5.22,,,,,,,,,,,,,0.0,,,,,
츄러스_스페셜링츄 세트 (8개입),츄러스,빵 및 과자류,489g,325,52.19,5.7,,,,,,,,,,,,,0.0,,,,,
츄러스_스페셜스틱 세트 (10개입),츄러스,빵 및 과자류,631g,325,46.59,5.5,,,,,,,,,,,,,0.0,,,,,
츄러스_아몬드초코 링츄,츄러스,빵 및 과자류,90g,406,57.0,9.11,,,,,,,,,,,,,0.0,,,,,
츄러스_오레오 롱츄,츄러스,빵 및 과자류,82g,350,53.66,6.95,,,,,,,,,,,,,0.0,,,,,
츄러스_오레오 스틱츄,츄러스,빵 및 과자류,192g,325,50.52,5.21,,,,,,,,,,,,,0.0,,,,,
츄러스_오레오 초코 링츄,츄러스,빵 및 과자류,82g,356,56.95,1.71,,,,,,,,,,,,,0.0,,,,,
츄러스_오리지널 롱츄,츄러스,빵 및 과자류,73g,327,46.3,4.79,,,,,,,,,,,,,0.0,,,,,
츄러스_오리지널 링츄,츄러스,빵 및 과자류,70g,455,70.0,9.14,,,,,,,,,,,,,0.0,,,,,
츄러스_쫀듸기,츄러스,빵 및 과자류,71g,347,67.32,7.0,,,,,,,,,,,,,0.0,,,,,
츄러스_초콜릿 스틱츄,츄러스,빵 및 과자류,216g,366,52.18,5.56,,,,,,,,,,,,,0.0,,,,,
츄러스_초콜릿 필링 롱츄,츄러스,빵 및 과자류,103g,313,51.75,4.27,,,,,,,,,,,,,0.0,,,,,
츄러스_츄로독,츄러스,빵 및 과자류,196g,289,27.09,9.39,,,,,,,,,,,,,0.0,,,,,
츄러스_치즈 스틱츄,츄러스,빵 및 과자류,192g,334,49.95,5.21,,,,,,,,,,,,,0.0,,,,,
츄러스_치즈 시즈닝 링츄,츄러스,빵 및 과자류,72g,327,50.56,6.39,,,,,,,,,,,,,0.0,,,,,
츄러스_컵츄볶이,츄러스,빵 및 과자류,158g,273,38.1,7.47,,,,,,,,,,,,,0.0,,,,,
츄러스_콘소메 스틱츄,츄러스,빵 및 과자류,192g,320,50.83,5.36,,,,,,,,,,,,,0.0,,,,,
츄러스_크리미 인절미 링츄,츄러스,빵 및 과자류,83g,368,55.42,8.31,,,,,,,,,,,,,0.0,,,,,
츄러스_크림치즈 필링 롱츄,츄러스,빵 및 과자류,98g,387,50.41,5.51,,,,,,,,,,,,,0.0,,,,,
츄러스_톡톡 슈팅스타 링츄,츄러스,빵 및 과자류,79g,380,60.25,7.22,,,,,,,,,,,,,0.0,,,,,
츄러스_흑임자 링츄,츄러스,빵 및 과자류,79g,414,62.53,6.96,,,,,,,,,,,,,0.0,,,,,
츄러스_츄러스,츄러스,빵 및 과자류,36g,375,55.56,2.78,,,,,,,,,,,,,0.0,,,,,
츄러스,츄러스,빵 및 과자류,70g,361,58.17,6.6,24.0,64.0,0.59,18.2,0.51,3.0,6275.33,457.67,67.51,22.56,,0.0,0.014,7.6,0.0,0.0,0.0,
츄러스,츄러스,빵 및 과자류,140ml,185,30.74,4.2,65.0,52.0,0.41,10.19,0.21,1.0,,,,,0.25,7.0,0.269,9.04,,0.09,0.07,0.57
치아바타_미니 치아바타,치아바타,빵 및 과자류,50g,278,,10.0,,,,,,,,,,,,,0.0,,,,,
치아바타_데일리 치아바타,치아바타,빵 및 과자류,80g,244,,7.5,,,,,,,,,,,,,0.0,,,,,
치아바타_갈릭 고르곤 치아바타,치아바타,빵 및 과자류,225g,264,,13.78,,,,,,,,,,,,,0.0,,,,,
치아바타_감자 치아바타,치아바타,빵 및 과자류,120g,233,,9.17,,,,,,,,,,,,,0.0,,,,,
치아바타_시금치 치아바타,치아바타,빵 및 과자류,185g,223,,8.65,,,,,,,,,,,,,0.0,,,,,
치아바타_올리브 치아바타,치아바타,빵 및 과자류,120g,243,,2.5,,,,,,,,,,,,,0.0,,,,,
치아바타_콘치즈 치아바타,치아바타,빵 및 과자류,180g,285,,8.33,,,,,,,,,,,,,0.0,,,,,
치아바타_페페로니 치아바타,치아바타,빵 및 과자류,230g,243,,10.0,,,,,,,,,,,,,0.0,,,,,
치아바타_블랙올리브치즈 치아바타,치아바타,빵 및 과자류,185g,276,45.95,7.57,,,,,,,,,,,,,0.0,,,,,
치즈_블루베리 크림치즈,치즈,유제품류 및 빙과류,67g,273,,8.96,,,,,,,,,,,,,0.0,,,,,
치즈_초코청크 크림치즈,치즈,유제품류 및 빙과류,67g,301,,5.97,,,,,,,,,,,,,0.0,,,,,
치즈_플레인 크림치즈,치즈,유제품류 및 빙과류,67g,284,,4.48,,,,,,,,,,,,,0.0,,,,,
치즈_허브갈릭 크림치즈,치즈,유제품류 및 빙과류,67g,279,,7.46,,,,,,,,,,,,,0.0,,,,,
치즈 스파게티_해물,치즈 스파게티,면 및 만두류,700ml,99,15.18,4.5,36.0,136.0,0.66,16.46,0.5,1.2,,,,,0.05,22.0,0.907,12.97,,2.59,0.08,0.56
치즈 스파게티_해물,치즈 스파게티,면 및 만두류,700ml,99,15.18,4.5,36.0,136.0,0.66,16.46,0.5,1.2,,,,,0.05,22.0,0.907,12.97,,2.59,0.08,0.56
치즈 스파게티_해물,치즈 스파게티,면 및 만두류,700ml,99,15.18,4.5,36.0,136.0,0.66,16.46,0.5,1.2,,,,,0.05,22.0,0.907,12.97,,2.59,0.08,0.56
치즈볼_고르곤 치즈볼,치즈볼,튀김류,100g,373,,6.51,,,,,,,,,,,,,0.0,,,,,
치즈볼_퐁듀 치즈볼,치즈볼,튀김류,100g,366,,4.3,,,,,,,,,,,,,0.0,,,,,
치즈볼_치즈쫀득볼,치즈볼,튀김류,50g,336,,4.91,,,,,,,,,,,,,0.0,,,,,
치즈볼_모짜감짜 오리지널,치즈볼,튀김류,100g,330,,8.0,,,,,,,,,,,,,0.0,,,,,
치즈볼_치즈볼 오리지널,치즈볼,튀김류,100g,343,,6.3,,,,,,,,,,,,,0.0,,,,,
치즈볼_밀크치즈볼,치즈볼,튀김류,100g,342,,5.14,,,,,,,,,,,,,0.0,,,,,
치즈볼,치즈볼,튀김류,100g,333,28.66,9.56,153.0,84.0,0.41,,,0.3,,,,,,,0.698,,,0.24,0.0,
치즈볼_로제크림치즈볼 (6개),치즈볼,튀김류,100g,357,45.6,4.5,,,,,,,,,,,,,0.0,,,,,
치즈볼_트리플치즈볼 (6개),치즈볼,튀김류,100g,259,33.28,9.69,,,,,,,,,,,,,0.0,,,,,
치즈빵_다시만난크림치즈,치즈빵,빵 및 과자류,81g,314,,9.88,,,,,,,,,,,,,0.0,,,,,
치즈빵_빙빙크림치즈,치즈빵,빵 및 과자류,90g,342,,8.89,,,,,,,,,,,,,0.0,,,,,
치즈빵_처음만난크림치즈,치즈빵,빵 및 과자류,149g,356,,10.0,,,,,,,,,,,,,0.0,,,,,
치즈빵_한조각씩크림치즈호두빵,치즈빵,빵 및 과자류,175g,367,,10.0,,,,,,,,,,,,,0.0,,,,,
치즈빵_깨알치즈감자볼,치즈빵,빵 및 과자류,55g,345,,5.45,,,,,,,,,,,,,0.0,,,,,
치즈빵_동글동글순치즈,치즈빵,빵 및 과자류,106g,392,,8.49,,,,,,,,,,,,,0.0,,,,,
치즈빵_치즈방앗간,치즈빵,빵 및 과자류,55g,300,,5.45,,,,,,,,,,,,,0.0,,,,,
치즈빵_크랜베리애플크림치즈,치즈빵,빵 및 과자류,82g,299,,6.1,,,,,,,,,,,,,0.0,,,,,
치즈빵_크림치즈월넛 브레드,치즈빵,빵 및 과자류,165g,376,,8.48,,,,,,,,,,,,,0.0,,,,,
치즈빵_후라잉치즈감자볼,치즈빵,빵 및 과자류,58g,336,,3.45,,,,,,,,,,,,,0.0,,,,,
치즈빵_순진크림치즈빵,치즈빵,빵 및 과자류,81g,346,,7.41,,,,,,,,,,,,,0.0,,,,,
치즈빵_먹물퐁당감자치즈,치즈빵,빵 및 과자류,120g,373,,7.5,,,,,,,,,,,,,0.0,,,,,
치즈빵_미엘 고르곤졸라,치즈빵,빵 및 과자류,175g,285,,2.29,,,,,,,,,,,,,0.0,,,,,
치즈빵_치즈 앤 치즈 블랑,치즈빵,빵 및 과자류,210g,246,,10.95,,,,,,,,,,,,,0.0,,,,,
치즈빵_치즈 퐁듀,치즈빵,빵 및 과자류,25g,316,,4.0,,,,,,,,,,,,,0.0,,,,,
치즈빵_치즈 푸가스,치즈빵,빵 및 과자류,160g,324,46.3,11.2,,,,,,,,,,,,,0.0,,,,,
치즈빵_크림치즈 살라망드,치즈빵,빵 및 과자류,270g,371,,7.78,,,,,,,,,,,,,0.0,,,,,
치즈빵_트리플 치즈,치즈빵,빵 및 과자류,215g,266,,10.7,,,,,,,,,,,,,0.0,,,,,
치즈빵_파르메산,치즈빵,빵 및 과자류,165g,298,,1.21,,,,,,,,,,,,,0.0,,,,,
치즈빵_모짜렐라 치즈볼,치즈빵,빵 및 과자류,28g,321,,10.71,,,,,,,,,,,,,0.0,,,,,
치즈빵_달콤한고르곤졸라,치즈빵,빵 및 과자류,78g,308,,8.97,,,,,,,,,,,,,0.0,,,,,
치즈빵_모찌모찌치즈스틱,치즈빵,빵 및 과자류,30g,367,,3.0,,,,,,,,,,,,,0.0,,,,,
치즈빵_미니크림치즈호두빵 (8개입),치즈빵,빵 및 과자류,30g,333,,10.0,,,,,,,,,,,,,0.0,,,,,
치즈빵_미니크림치즈호두빵,치즈빵,빵 및 과자류,180g,328,,9.44,,,,,,,,,,,,,0.0,,,,,
치즈빵_쉑쉑모찌볼 어니언 (1개입),치즈빵,빵 및 과자류,11g,409,,8.18,,,,,,,,,,,,,0.0,,,,,
치즈빵_쉑쉑모찌볼 어니언 (3개입),치즈빵,빵 및 과자류,33g,409,,3.03,,,,,,,,,,,,,0.0,,,,,
치즈빵_쉑쉑모찌볼 어니언 (6개입),치즈빵,빵 및 과자류,66g,409,,3.03,,,,,,,,,,,,,0.0,,,,,
치즈빵_쉑쉑모찌볼 어니언 (9개입),치즈빵,빵 및 과자류,99g,414,,7.07,,,,,,,,,,,,,0.0,,,,,
치즈빵_양파치즈브레드,치즈빵,빵 및 과자류,246g,327,35.77,8.54,,,,,,,,,,,,,0.0,,,,,
치즈빵_치즈감자봉,치즈빵,빵 및 과자류,95g,353,,6.32,,,,,,,,,,,,,0.0,,,,,
치즈빵_치즈듬뿍어니언,치즈빵,빵 및 과자류,160g,444,40.0,9.38,,,,,,,,,,,,,0.0,,,,,
치즈빵_치즈퐁듀,치즈빵,빵 및 과자류,135g,263,,11.11,,,,,,,,,,,,,0.0,,,,,
치즈빵_카스타드화이트치즈볼 (3개입),치즈빵,빵 및 과자류,180g,336,,4.44,,,,,,,,,,,,,0.0,,,,,
치즈빵_카스타드화이트치즈볼 (4개입),치즈빵,빵 및 과자류,240g,338,,4.58,,,,,,,,,,,,,0.0,,,,,
